,Year,Type,County,Ag District,Ag District Code,ACRES HARVESTED,ACRES PLANTED,"ACRES PLANTED, NET","PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE","YIELD, MEASURED IN BU / NET PLANTED ACRE"
797,2005,"WHEAT, SPRING, DURUM",MCKENZIE,WEST CENTRAL,40,103700.0,104000.0,,3270000.0,31.5,
798,2005,"WHEAT, SPRING, DURUM",MCLEAN,WEST CENTRAL,40,159700.0,160000.0,,6155000.0,38.5,
799,2005,"WHEAT, SPRING, DURUM",MERCER,WEST CENTRAL,40,30900.0,31000.0,,1245000.0,40.3,
800,2005,"WHEAT, SPRING, DURUM",MORTON,SOUTH CENTRAL,80,9800.0,10000.0,,270000.0,27.6,
801,2005,"WHEAT, SPRING, DURUM",MOUNTRAIL,NORTHWEST,10,204500.0,205000.0,,7580000.0,37.1,
802,2005,"WHEAT, SPRING, DURUM",NELSON,NORTHEAST,30,1900.0,2000.0,,64000.0,33.7,
803,2005,"WHEAT, SPRING, DURUM",OLIVER,WEST CENTRAL,40,4100.0,4200.0,,160000.0,39.0,
804,2005,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,CENTRAL,50,800.0,900.0,,26000.0,32.5,
805,2005,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,NORTHEAST,30,1300.0,1600.0,,41000.0,31.5,
806,2005,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,SOUTHEAST,90,500.0,600.0,,20000.0,40.0,
807,2005,"WHEAT, SPRING, DURUM",PIERCE,NORTH CENTRAL,20,11400.0,11500.0,,340000.0,29.8,
808,2005,"WHEAT, SPRING, DURUM",RAMSEY,NORTHEAST,30,18000.0,19000.0,,567000.0,31.5,
809,2005,"WHEAT, SPRING, DURUM",RENVILLE,NORTHWEST,10,59500.0,60000.0,,2320000.0,39.0,
810,2005,"WHEAT, SPRING, DURUM",ROLETTE,NORTH CENTRAL,20,18700.0,19000.0,,635000.0,34.0,
811,2005,"WHEAT, SPRING, DURUM",SHERIDAN,CENTRAL,50,4900.0,5000.0,,154000.0,31.4,
812,2005,"WHEAT, SPRING, DURUM",SIOUX,SOUTH CENTRAL,80,1700.0,1800.0,,34000.0,20.0,
813,2005,"WHEAT, SPRING, DURUM",SLOPE,SOUTHWEST,70,44000.0,45000.0,,1865000.0,42.4,
814,2005,"WHEAT, SPRING, DURUM",STARK,SOUTHWEST,70,46500.0,47000.0,,1800000.0,38.7,
815,2005,"WHEAT, SPRING, DURUM",STUTSMAN,CENTRAL,50,3700.0,3800.0,,114000.0,30.8,
816,2005,"WHEAT, SPRING, DURUM",TOWNER,NORTHEAST,30,33000.0,34000.0,,1085000.0,32.9,
817,2005,"WHEAT, SPRING, DURUM",WALSH,NORTHEAST,30,3300.0,3400.0,,103000.0,31.2,
818,2005,"WHEAT, SPRING, DURUM",WARD,NORTHWEST,10,119000.0,120000.0,,4760000.0,40.0,
819,2005,"WHEAT, SPRING, DURUM",WELLS,CENTRAL,50,9500.0,10000.0,,299000.0,31.5,
820,2005,"WHEAT, SPRING, DURUM",WILLIAMS,NORTHWEST,10,339500.0,340000.0,,10800000.0,31.8,
821,2005,"WHEAT, WINTER",ADAMS,SOUTHWEST,70,6200.0,7000.0,,212000.0,34.2,
822,2005,"WHEAT, WINTER",BARNES,EAST CENTRAL,60,1900.0,2500.0,,67000.0,35.3,
823,2005,"WHEAT, WINTER",BENSON,NORTH CENTRAL,20,5300.0,6100.0,,194000.0,36.6,
824,2005,"WHEAT, WINTER",BOTTINEAU,NORTH CENTRAL,20,41000.0,43500.0,,1536000.0,37.5,
825,2005,"WHEAT, WINTER",BOWMAN,SOUTHWEST,70,5000.0,5200.0,,194000.0,38.8,
826,2005,"WHEAT, WINTER",BURKE,NORTHWEST,10,5800.0,6300.0,,218000.0,37.6,
827,2005,"WHEAT, WINTER",BURLEIGH,SOUTH CENTRAL,80,3000.0,4700.0,,104000.0,34.7,
828,2005,"WHEAT, WINTER",CASS,EAST CENTRAL,60,1500.0,1600.0,,59000.0,39.3,
829,2005,"WHEAT, WINTER",CAVALIER,NORTHEAST,30,5600.0,5800.0,,137000.0,24.5,
830,2005,"WHEAT, WINTER",DICKEY,SOUTHEAST,90,7800.0,8000.0,,236000.0,30.3,
831,2005,"WHEAT, WINTER",DIVIDE,NORTHWEST,10,1500.0,1600.0,,55000.0,36.7,
832,2005,"WHEAT, WINTER",DUNN,WEST CENTRAL,40,9800.0,10200.0,,433000.0,44.2,
833,2005,"WHEAT, WINTER",EDDY,CENTRAL,50,2000.0,2100.0,,102000.0,51.0,
834,2005,"WHEAT, WINTER",EMMONS,SOUTH CENTRAL,80,12500.0,16000.0,,451000.0,36.1,
835,2005,"WHEAT, WINTER",FOSTER,CENTRAL,50,1300.0,1300.0,,65000.0,50.0,
836,2005,"WHEAT, WINTER",GOLDEN VALLEY,SOUTHWEST,70,5200.0,5400.0,,244000.0,46.9,
837,2005,"WHEAT, WINTER",GRAND FORKS,NORTHEAST,30,1700.0,1800.0,,61000.0,35.9,
838,2005,"WHEAT, WINTER",GRANT,SOUTH CENTRAL,80,6100.0,7100.0,,200000.0,32.8,
839,2005,"WHEAT, WINTER",HETTINGER,SOUTHWEST,70,21000.0,21500.0,,858000.0,40.9,
840,2005,"WHEAT, WINTER",KIDDER,CENTRAL,50,2400.0,2500.0,,107000.0,44.6,
841,2005,"WHEAT, WINTER",LA MOURE,SOUTHEAST,90,900.0,1000.0,,32000.0,35.6,
842,2005,"WHEAT, WINTER",LOGAN,SOUTHEAST,90,5900.0,7200.0,,184000.0,31.2,
843,2005,"WHEAT, WINTER",MCHENRY,NORTH CENTRAL,20,7100.0,8300.0,,196000.0,27.6,
844,2005,"WHEAT, WINTER",MCINTOSH,SOUTHEAST,90,9700.0,9900.0,,431000.0,44.4,
845,2005,"WHEAT, WINTER",MCKENZIE,WEST CENTRAL,40,3000.0,4100.0,,95000.0,31.7,
846,2005,"WHEAT, WINTER",MCLEAN,WEST CENTRAL,40,4200.0,4400.0,,227000.0,54.0,
847,2005,"WHEAT, WINTER",MERCER,WEST CENTRAL,40,1600.0,1800.0,,55000.0,34.4,
848,2005,"WHEAT, WINTER",MORTON,SOUTH CENTRAL,80,2100.0,2300.0,,84000.0,40.0,
849,2005,"WHEAT, WINTER",NELSON,NORTHEAST,30,3600.0,3800.0,,148000.0,41.1,
850,2005,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,EAST CENTRAL,60,2300.0,2900.0,,94000.0,40.9,
851,2005,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,NORTHEAST,30,500.0,600.0,,17000.0,34.0,
852,2005,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,NORTHWEST,10,2000.0,2200.0,,66000.0,33.0,
853,2005,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,SOUTHWEST,70,1800.0,1900.0,,72000.0,40.0,
854,2005,"WHEAT, WINTER",PIERCE,NORTH CENTRAL,20,3400.0,3600.0,,121000.0,35.6,
855,2005,"WHEAT, WINTER",RAMSEY,NORTHEAST,30,7600.0,7800.0,,327000.0,43.0,
856,2005,"WHEAT, WINTER",RANSOM,SOUTHEAST,90,4300.0,4400.0,,173000.0,40.2,
857,2005,"WHEAT, WINTER",RENVILLE,NORTHWEST,10,18300.0,19200.0,,684000.0,37.4,
858,2005,"WHEAT, WINTER",ROLETTE,NORTH CENTRAL,20,10200.0,10500.0,,373000.0,36.6,
859,2005,"WHEAT, WINTER",SARGENT,SOUTHEAST,90,2000.0,2500.0,,89000.0,44.5,
860,2005,"WHEAT, WINTER",SHERIDAN,CENTRAL,50,1900.0,2000.0,,66000.0,34.7,
861,2005,"WHEAT, WINTER",SIOUX,SOUTH CENTRAL,80,3500.0,3900.0,,106000.0,30.3,
862,2005,"WHEAT, WINTER",STARK,SOUTHWEST,70,10800.0,11000.0,,545000.0,50.5,
863,2005,"WHEAT, WINTER",STUTSMAN,CENTRAL,50,5700.0,6000.0,,224000.0,39.3,
864,2005,"WHEAT, WINTER",TOWNER,NORTHEAST,30,10900.0,11700.0,,335000.0,30.7,
865,2005,"WHEAT, WINTER",WARD,NORTHWEST,10,8400.0,9700.0,,262000.0,31.2,
866,2005,"WHEAT, WINTER",WELLS,CENTRAL,50,6700.0,7100.0,,291000.0,43.4,
867,2006,"WHEAT, SPRING, (EXCL DURUM)",ADAMS,SOUTHWEST,70,145000.0,160000.0,,2065000.0,14.2,
868,2006,"WHEAT, SPRING, (EXCL DURUM)",BARNES,EAST CENTRAL,60,149000.0,150000.0,,6430000.0,43.2,
869,2006,"WHEAT, SPRING, (EXCL DURUM)",BENSON,NORTH CENTRAL,20,147000.0,150000.0,,4690000.0,31.9,
870,2006,"WHEAT, SPRING, (EXCL DURUM)",BILLINGS,SOUTHWEST,70,19000.0,23000.0,,380000.0,20.0,
871,2006,"WHEAT, SPRING, (EXCL DURUM)",BOTTINEAU,NORTH CENTRAL,20,276000.0,280000.0,,9325000.0,33.8,
872,2006,"WHEAT, SPRING, (EXCL DURUM)",BOWMAN,SOUTHWEST,70,91500.0,100000.0,,2000000.0,21.9,
873,2006,"WHEAT, SPRING, (EXCL DURUM)",BURKE,NORTHWEST,10,118500.0,120000.0,,3390000.0,28.6,
874,2006,"WHEAT, SPRING, (EXCL DURUM)",BURLEIGH,SOUTH CENTRAL,80,79000.0,115000.0,,1520000.0,19.2,
875,2006,"WHEAT, SPRING, (EXCL DURUM)",CASS,EAST CENTRAL,60,188000.0,190000.0,,9165000.0,48.8,
876,2006,"WHEAT, SPRING, (EXCL DURUM)",CAVALIER,NORTHEAST,30,363000.0,380000.0,,14220000.0,39.2,
877,2006,"WHEAT, SPRING, (EXCL DURUM)",DICKEY,SOUTHEAST,90,41500.0,42000.0,,1610000.0,38.8,
878,2006,"WHEAT, SPRING, (EXCL DURUM)",DIVIDE,NORTHWEST,10,20500.0,21000.0,,550000.0,26.8,
879,2006,"WHEAT, SPRING, (EXCL DURUM)",DUNN,WEST CENTRAL,40,173000.0,180000.0,,3590000.0,20.8,
880,2006,"WHEAT, SPRING, (EXCL DURUM)",EDDY,CENTRAL,50,48000.0,50000.0,,1785000.0,37.2,
881,2006,"WHEAT, SPRING, (EXCL DURUM)",EMMONS,SOUTH CENTRAL,80,81500.0,155000.0,,1120000.0,13.7,
882,2006,"WHEAT, SPRING, (EXCL DURUM)",FOSTER,CENTRAL,50,68000.0,70000.0,,3010000.0,44.3,
883,2006,"WHEAT, SPRING, (EXCL DURUM)",GOLDEN VALLEY,SOUTHWEST,70,49500.0,52000.0,,1285000.0,26.0,
884,2006,"WHEAT, SPRING, (EXCL DURUM)",GRAND FORKS,NORTHEAST,30,202000.0,205000.0,,9185000.0,45.5,
885,2006,"WHEAT, SPRING, (EXCL DURUM)",GRANT,SOUTH CENTRAL,80,111500.0,153000.0,,900000.0,8.1,
886,2006,"WHEAT, SPRING, (EXCL DURUM)",GRIGGS,EAST CENTRAL,60,69000.0,70000.0,,2870000.0,41.6,
887,2006,"WHEAT, SPRING, (EXCL DURUM)",HETTINGER,SOUTHWEST,70,285000.0,290000.0,,5530000.0,19.4,
888,2006,"WHEAT, SPRING, (EXCL DURUM)",KIDDER,CENTRAL,50,42000.0,55000.0,,645000.0,15.4,
889,2006,"WHEAT, SPRING, (EXCL DURUM)",LA MOURE,SOUTHEAST,90,71500.0,72000.0,,2985000.0,41.7,
890,2006,"WHEAT, SPRING, (EXCL DURUM)",LOGAN,SOUTHEAST,90,63000.0,72000.0,,900000.0,14.3,
891,2006,"WHEAT, SPRING, (EXCL DURUM)",MCHENRY,NORTH CENTRAL,20,172000.0,175000.0,,4570000.0,26.6,
892,2006,"WHEAT, SPRING, (EXCL DURUM)",MCINTOSH,SOUTHEAST,90,74000.0,85000.0,,1380000.0,18.6,
893,2006,"WHEAT, SPRING, (EXCL DURUM)",MCKENZIE,WEST CENTRAL,40,106000.0,115000.0,,2750000.0,25.9,
894,2006,"WHEAT, SPRING, (EXCL DURUM)",MCLEAN,WEST CENTRAL,40,283000.0,290000.0,,8230000.0,29.1,
895,2006,"WHEAT, SPRING, (EXCL DURUM)",MERCER,WEST CENTRAL,40,80000.0,83000.0,,1730000.0,21.6,
896,2006,"WHEAT, SPRING, (EXCL DURUM)",MORTON,SOUTH CENTRAL,80,172500.0,220000.0,,2070000.0,12.0,
897,2006,"WHEAT, SPRING, (EXCL DURUM)",MOUNTRAIL,NORTHWEST,10,123000.0,125000.0,,3170000.0,25.8,
898,2006,"WHEAT, SPRING, (EXCL DURUM)",NELSON,NORTHEAST,30,114000.0,115000.0,,4040000.0,35.4,
899,2006,"WHEAT, SPRING, (EXCL DURUM)",OLIVER,WEST CENTRAL,40,68000.0,72000.0,,1400000.0,20.6,
900,2006,"WHEAT, SPRING, (EXCL DURUM)",PEMBINA,NORTHEAST,30,232000.0,235000.0,,9510000.0,41.0,
901,2006,"WHEAT, SPRING, (EXCL DURUM)",PIERCE,NORTH CENTRAL,20,127000.0,130000.0,,3710000.0,29.2,
902,2006,"WHEAT, SPRING, (EXCL DURUM)",RAMSEY,NORTHEAST,30,123000.0,125000.0,,4560000.0,37.1,
903,2006,"WHEAT, SPRING, (EXCL DURUM)",RANSOM,SOUTHEAST,90,53500.0,54000.0,,2530000.0,47.3,
904,2006,"WHEAT, SPRING, (EXCL DURUM)",RENVILLE,NORTHWEST,10,182000.0,185000.0,,5530000.0,30.4,
905,2006,"WHEAT, SPRING, (EXCL DURUM)",RICHLAND,SOUTHEAST,90,102000.0,105000.0,,4845000.0,47.5,
906,2006,"WHEAT, SPRING, (EXCL DURUM)",ROLETTE,NORTH CENTRAL,20,93000.0,95000.0,,3435000.0,36.9,
907,2006,"WHEAT, SPRING, (EXCL DURUM)",SARGENT,SOUTHEAST,90,49500.0,50000.0,,2110000.0,42.6,
908,2006,"WHEAT, SPRING, (EXCL DURUM)",SHERIDAN,CENTRAL,50,102000.0,105000.0,,2610000.0,25.6,
909,2006,"WHEAT, SPRING, (EXCL DURUM)",SIOUX,SOUTH CENTRAL,80,5500.0,37000.0,,60000.0,10.9,
910,2006,"WHEAT, SPRING, (EXCL DURUM)",SLOPE,SOUTHWEST,70,109000.0,115000.0,,2460000.0,22.6,
911,2006,"WHEAT, SPRING, (EXCL DURUM)",STARK,SOUTHWEST,70,226000.0,250000.0,,4730000.0,20.9,
912,2006,"WHEAT, SPRING, (EXCL DURUM)",STEELE,EAST CENTRAL,60,76500.0,77000.0,,3580000.0,46.8,
913,2006,"WHEAT, SPRING, (EXCL DURUM)",STUTSMAN,CENTRAL,50,147000.0,150000.0,,5575000.0,37.9,
914,2006,"WHEAT, SPRING, (EXCL DURUM)",TOWNER,NORTHEAST,30,187000.0,190000.0,,6795000.0,36.3,
915,2006,"WHEAT, SPRING, (EXCL DURUM)",TRAILL,EAST CENTRAL,60,92500.0,93000.0,,4335000.0,46.9,
916,2006,"WHEAT, SPRING, (EXCL DURUM)",WALSH,NORTHEAST,30,234000.0,240000.0,,8340000.0,35.6,
917,2006,"WHEAT, SPRING, (EXCL DURUM)",WARD,NORTHWEST,10,330000.0,335000.0,,11110000.0,33.7,
918,2006,"WHEAT, SPRING, (EXCL DURUM)",WELLS,CENTRAL,50,193000.0,200000.0,,6415000.0,33.2,
919,2006,"WHEAT, SPRING, (EXCL DURUM)",WILLIAMS,NORTHWEST,10,91000.0,94000.0,,1620000.0,17.8,
920,2006,"WHEAT, SPRING, DURUM",ADAMS,SOUTHWEST,70,12600.0,15500.0,,181000.0,14.4,
921,2006,"WHEAT, SPRING, DURUM",BILLINGS,SOUTHWEST,70,4900.0,6200.0,,91000.0,18.6,
922,2006,"WHEAT, SPRING, DURUM",BOTTINEAU,NORTH CENTRAL,20,15400.0,15500.0,,461000.0,29.9,
923,2006,"WHEAT, SPRING, DURUM",BOWMAN,SOUTHWEST,70,34400.0,37000.0,,835000.0,24.3,
924,2006,"WHEAT, SPRING, DURUM",BURKE,NORTHWEST,10,89800.0,90000.0,,2559000.0,28.5,
925,2006,"WHEAT, SPRING, DURUM",BURLEIGH,SOUTH CENTRAL,80,5500.0,5700.0,,118000.0,21.5,
926,2006,"WHEAT, SPRING, DURUM",CAVALIER,NORTHEAST,30,1200.0,1300.0,,46000.0,38.3,
927,2006,"WHEAT, SPRING, DURUM",DIVIDE,NORTHWEST,10,232000.0,235000.0,,5820000.0,25.1,
928,2006,"WHEAT, SPRING, DURUM",GOLDEN VALLEY,SOUTHWEST,70,10000.0,10300.0,,260000.0,26.0,
929,2006,"WHEAT, SPRING, DURUM",HETTINGER,SOUTHWEST,70,37200.0,41000.0,,762000.0,20.5,
930,2006,"WHEAT, SPRING, DURUM",MCHENRY,NORTH CENTRAL,20,5600.0,5700.0,,97000.0,17.3,
931,2006,"WHEAT, SPRING, DURUM",MCKENZIE,WEST CENTRAL,40,77200.0,78000.0,,1721000.0,22.3,
932,2006,"WHEAT, SPRING, DURUM",MCLEAN,WEST CENTRAL,40,84500.0,85000.0,,2597000.0,30.7,
933,2006,"WHEAT, SPRING, DURUM",MERCER,WEST CENTRAL,40,17500.0,18000.0,,398000.0,22.7,
934,2006,"WHEAT, SPRING, DURUM",MORTON,SOUTH CENTRAL,80,2500.0,3700.0,,22000.0,8.8,
935,2006,"WHEAT, SPRING, DURUM",MOUNTRAIL,NORTHWEST,10,160000.0,165000.0,,3877000.0,24.2,
936,2006,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,CENTRAL,50,1900.0,2100.0,,48000.0,25.3,
937,2006,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,NORTH CENTRAL,20,2900.0,3100.0,,58000.0,20.0,
938,2006,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,NORTHEAST,30,1400.0,1500.0,,52000.0,37.1,
939,2006,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,SOUTH CENTRAL,80,1700.0,3600.0,,20000.0,11.8,
940,2006,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,WEST CENTRAL,40,8800.0,9000.0,,164000.0,18.6,
941,2006,"WHEAT, SPRING, DURUM",RAMSEY,NORTHEAST,30,3200.0,3300.0,,117000.0,36.6,
942,2006,"WHEAT, SPRING, DURUM",RENVILLE,NORTHWEST,10,24900.0,25000.0,,700000.0,28.1,
943,2006,"WHEAT, SPRING, DURUM",ROLETTE,NORTH CENTRAL,20,2600.0,2700.0,,84000.0,32.3,
944,2006,"WHEAT, SPRING, DURUM",SHERIDAN,CENTRAL,50,2800.0,3200.0,,51000.0,18.2,
945,2006,"WHEAT, SPRING, DURUM",SLOPE,SOUTHWEST,70,27800.0,30000.0,,682000.0,24.5,
946,2006,"WHEAT, SPRING, DURUM",STARK,SOUTHWEST,70,32100.0,35000.0,,729000.0,22.7,
947,2006,"WHEAT, SPRING, DURUM",TOWNER,NORTHEAST,30,3700.0,3900.0,,155000.0,41.9,
948,2006,"WHEAT, SPRING, DURUM",WARD,NORTHWEST,10,69800.0,70000.0,,2232000.0,32.0,
949,2006,"WHEAT, SPRING, DURUM",WELLS,CENTRAL,50,2100.0,2200.0,,61000.0,29.0,
950,2006,"WHEAT, SPRING, DURUM",WILLIAMS,NORTHWEST,10,282000.0,290000.0,,6462000.0,22.9,
951,2006,"WHEAT, WINTER",ADAMS,SOUTHWEST,70,2700.0,2900.0,,67000.0,24.8,
952,2006,"WHEAT, WINTER",BENSON,NORTH CENTRAL,20,9700.0,10500.0,,405000.0,41.8,
953,2006,"WHEAT, WINTER",BOTTINEAU,NORTH CENTRAL,20,6300.0,6800.0,,330000.0,52.4,
954,2006,"WHEAT, WINTER",BOWMAN,SOUTHWEST,70,3500.0,3700.0,,130000.0,37.1,
955,2006,"WHEAT, WINTER",BURLEIGH,SOUTH CENTRAL,80,1900.0,2500.0,,57000.0,30.0,
956,2006,"WHEAT, WINTER",CASS,EAST CENTRAL,60,1900.0,2100.0,,117000.0,61.6,
957,2006,"WHEAT, WINTER",CAVALIER,NORTHEAST,30,7100.0,7600.0,,385000.0,54.2,
958,2006,"WHEAT, WINTER",DICKEY,SOUTHEAST,90,2700.0,2900.0,,169000.0,62.6,
959,2006,"WHEAT, WINTER",DIVIDE,NORTHWEST,10,1700.0,1800.0,,68000.0,40.0,
960,2006,"WHEAT, WINTER",EDDY,CENTRAL,50,1700.0,1800.0,,59000.0,34.7,
961,2006,"WHEAT, WINTER",EMMONS,SOUTH CENTRAL,80,6500.0,10100.0,,129000.0,19.8,
962,2006,"WHEAT, WINTER",GOLDEN VALLEY,SOUTHWEST,70,7200.0,7600.0,,326000.0,45.3,
963,2006,"WHEAT, WINTER",GRAND FORKS,NORTHEAST,30,4600.0,5000.0,,266000.0,57.8,
964,2006,"WHEAT, WINTER",GRANT,SOUTH CENTRAL,80,2400.0,2900.0,,47000.0,19.6,
965,2006,"WHEAT, WINTER",GRIGGS,EAST CENTRAL,60,1800.0,1900.0,,86000.0,47.8,
966,2006,"WHEAT, WINTER",HETTINGER,SOUTHWEST,70,14900.0,15500.0,,508000.0,34.1,
967,2006,"WHEAT, WINTER",KIDDER,CENTRAL,50,2800.0,3000.0,,86000.0,30.7,
968,2006,"WHEAT, WINTER",LOGAN,SOUTHEAST,90,5800.0,6200.0,,199000.0,34.3,
969,2006,"WHEAT, WINTER",MCHENRY,NORTH CENTRAL,20,3000.0,3200.0,,119000.0,39.7,
970,2006,"WHEAT, WINTER",MCINTOSH,SOUTHEAST,90,7800.0,8400.0,,293000.0,37.6,
971,2006,"WHEAT, WINTER",MCLEAN,WEST CENTRAL,40,2500.0,2700.0,,151000.0,60.4,
972,2006,"WHEAT, WINTER",MERCER,WEST CENTRAL,40,1600.0,2200.0,,74000.0,46.3,
973,2006,"WHEAT, WINTER",NELSON,NORTHEAST,30,6400.0,6900.0,,339000.0,53.0,
974,2006,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,CENTRAL,50,1200.0,1400.0,,47000.0,39.2,
975,2006,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,EAST CENTRAL,60,4300.0,4700.0,,249000.0,57.9,
976,2006,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,NORTHEAST,30,3000.0,3300.0,,176000.0,58.7,
977,2006,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,NORTHWEST,10,1800.0,2100.0,,80000.0,44.4,
978,2006,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,SOUTH CENTRAL,80,4200.0,6000.0,,97000.0,23.1,
979,2006,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,SOUTHEAST,90,800.0,1000.0,,45000.0,56.3,
980,2006,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,SOUTHWEST,70,1400.0,1600.0,,41000.0,29.3,
981,2006,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,WEST CENTRAL,40,5600.0,6800.0,,245000.0,43.8,
982,2006,"WHEAT, WINTER",PIERCE,NORTH CENTRAL,20,3000.0,3300.0,,127000.0,42.3,
983,2006,"WHEAT, WINTER",RAMSEY,NORTHEAST,30,7300.0,7800.0,,318000.0,43.6,
984,2006,"WHEAT, WINTER",RANSOM,SOUTHEAST,90,1900.0,2000.0,,114000.0,60.0,
985,2006,"WHEAT, WINTER",RENVILLE,NORTHWEST,10,4000.0,4300.0,,171000.0,42.8,
986,2006,"WHEAT, WINTER",ROLETTE,NORTH CENTRAL,20,8500.0,9200.0,,409000.0,48.1,
987,2006,"WHEAT, WINTER",STARK,SOUTHWEST,70,4600.0,4900.0,,168000.0,36.5,
988,2006,"WHEAT, WINTER",STUTSMAN,CENTRAL,50,3400.0,3600.0,,191000.0,56.2,
989,2006,"WHEAT, WINTER",TOWNER,NORTHEAST,30,4100.0,4400.0,,181000.0,44.1,
990,2006,"WHEAT, WINTER",TRAILL,EAST CENTRAL,60,3000.0,3300.0,,188000.0,62.7,
991,2006,"WHEAT, WINTER",WARD,NORTHWEST,10,5500.0,5800.0,,236000.0,42.9,
992,2006,"WHEAT, WINTER",WELLS,CENTRAL,50,5900.0,6300.0,,247000.0,41.9,
993,2007,"WHEAT, SPRING, (EXCL DURUM)",ADAMS,SOUTHWEST,70,128000.0,135000.0,,3645000.0,28.5,
994,2007,"WHEAT, SPRING, (EXCL DURUM)",BARNES,EAST CENTRAL,60,138000.0,142000.0,,5705000.0,41.3,
995,2007,"WHEAT, SPRING, (EXCL DURUM)",BENSON,NORTH CENTRAL,20,136000.0,139000.0,,5105000.0,37.5,
996,2007,"WHEAT, SPRING, (EXCL DURUM)",BILLINGS,SOUTHWEST,70,20500.0,21000.0,,492000.0,24.0,
997,2007,"WHEAT, SPRING, (EXCL DURUM)",BOTTINEAU,NORTH CENTRAL,20,255000.0,260000.0,,10305000.0,40.4,
998,2007,"WHEAT, SPRING, (EXCL DURUM)",BOWMAN,SOUTHWEST,70,88000.0,90000.0,,2425000.0,27.6,
999,2007,"WHEAT, SPRING, (EXCL DURUM)",BURKE,NORTHWEST,10,113000.0,115000.0,,3375000.0,29.9,
1000,2007,"WHEAT, SPRING, (EXCL DURUM)",BURLEIGH,SOUTH CENTRAL,80,109000.0,110000.0,,3300000.0,30.3,
1001,2007,"WHEAT, SPRING, (EXCL DURUM)",CASS,EAST CENTRAL,60,168500.0,178000.0,,5980000.0,35.5,
1002,2007,"WHEAT, SPRING, (EXCL DURUM)",CAVALIER,NORTHEAST,30,322000.0,335000.0,,13625000.0,42.3,
1003,2007,"WHEAT, SPRING, (EXCL DURUM)",DICKEY,SOUTHEAST,90,37500.0,38000.0,,1358000.0,36.2,
1004,2007,"WHEAT, SPRING, (EXCL DURUM)",DIVIDE,NORTHWEST,10,17500.0,18000.0,,535000.0,30.6,
1005,2007,"WHEAT, SPRING, (EXCL DURUM)",DUNN,WEST CENTRAL,40,150000.0,154000.0,,3740000.0,24.9,
1006,2007,"WHEAT, SPRING, (EXCL DURUM)",EDDY,CENTRAL,50,48000.0,49000.0,,1810000.0,37.7,
1007,2007,"WHEAT, SPRING, (EXCL DURUM)",EMMONS,SOUTH CENTRAL,80,143000.0,145000.0,,5325000.0,37.2,
1008,2007,"WHEAT, SPRING, (EXCL DURUM)",FOSTER,CENTRAL,50,71500.0,73000.0,,3200000.0,44.8,
1009,2007,"WHEAT, SPRING, (EXCL DURUM)",GOLDEN VALLEY,SOUTHWEST,70,39500.0,40000.0,,1052000.0,26.6,
1010,2007,"WHEAT, SPRING, (EXCL DURUM)",GRAND FORKS,NORTHEAST,30,197000.0,200000.0,,9670000.0,49.1,
1011,2007,"WHEAT, SPRING, (EXCL DURUM)",GRANT,SOUTH CENTRAL,80,141500.0,150000.0,,3575000.0,25.3,
1012,2007,"WHEAT, SPRING, (EXCL DURUM)",GRIGGS,EAST CENTRAL,60,67500.0,68000.0,,3030000.0,44.9,
1013,2007,"WHEAT, SPRING, (EXCL DURUM)",HETTINGER,SOUTHWEST,70,267000.0,270000.0,,8880000.0,33.3,
1014,2007,"WHEAT, SPRING, (EXCL DURUM)",KIDDER,CENTRAL,50,52500.0,53000.0,,1675000.0,31.9,
1015,2007,"WHEAT, SPRING, (EXCL DURUM)",LA MOURE,SOUTHEAST,90,59500.0,61000.0,,1945000.0,32.7,
1016,2007,"WHEAT, SPRING, (EXCL DURUM)",LOGAN,SOUTHEAST,90,58000.0,59000.0,,1870000.0,32.2,
1017,2007,"WHEAT, SPRING, (EXCL DURUM)",MCHENRY,NORTH CENTRAL,20,152000.0,154000.0,,4795000.0,31.5,
1018,2007,"WHEAT, SPRING, (EXCL DURUM)",MCINTOSH,SOUTHEAST,90,67500.0,70000.0,,2153000.0,31.9,
