Year,Max Temp,Min Temp,Avg Temp,Avg Bare Soil Temp,Avg Turf Soil Temp,Avg Wind Speed,Max Wind Speed,Total Solar Rad,Total Penman PET,Avg Penman PET,Total Rainfall,Avg Dew Point,Avg Wind Chill,Period
1994,72.611,46.660,59.6360,65.553,60.993,7.135,21.230,572.959,1.693,0.242,0.210,47.533,59.850,WEEK #21
1994,77.432,49.864,63.6480,69.409,62.394,5.840,16.672,599.362,1.785,0.255,0.130,51.694,64.798,WEEK #22
1994,69.988,51.900,60.9440,64.504,61.219,9.393,25.225,471.347,1.346,0.192,1.810,53.202,60.326,WEEK #23
1994,71.513,53.973,62.7430,68.372,64.471,5.882,18.210,461.040,1.158,0.165,0.600,56.711,62.879,WEEK #24
1994,77.036,57.058,67.0470,76.010,68.266,7.093,21.999,575.757,1.564,0.223,0.360,59.128,66.919,WEEK #25
1994,75.030,53.248,64.1390,72.242,67.522,9.480,24.099,595.429,1.738,0.248,0.480,55.918,64.566,WEEK #26
1994,71.315,52.395,61.8550,66.302,64.861,8.486,21.538,368.696,1.079,0.154,0.910,56.659,62.082,WEEK #27
1994,76.337,53.132,64.7340,69.811,67.574,6.333,21.129,537.340,1.415,0.202,1.140,58.339,64.975,WEEK #28
1994,76.671,54.323,65.4970,70.766,67.825,8.901,23.485,518.996,1.578,0.225,0.320,56.658,65.136,WEEK #29
1994,81.487,52.433,66.9600,75.564,68.309,6.310,16.980,572.740,1.741,0.249,0.000,56.904,67.483,WEEK #30
1994,76.221,51.701,63.9610,70.805,67.867,7.084,23.229,466.279,1.393,0.199,0.650,54.963,63.298,WEEK #31
1994,76.452,49.274,62.8630,70.628,65.356,6.900,18.671,460.810,1.436,0.205,0.000,53.077,62.782,WEEK #32
1994,80.862,54.919,67.8910,69.891,66.186,7.384,20.564,374.300,1.323,0.189,0.600,58.558,66.893,WEEK #33
1994,79.407,48.258,63.8330,69.397,65.001,8.035,25.738,417.391,1.555,0.222,0.000,53.131,64.458,WEEK #34
1994,65.223,43.972,54.5980,60.048,59.125,8.635,24.201,281.314,0.827,0.118,0.480,48.468,54.455,WEEK #35
1994,80.063,50.951,65.5070,67.773,62.913,8.051,23.177,366.500,1.580,0.226,1.330,52.552,65.643,WEEK #36
1994,74.210,51.898,63.0540,63.274,62.504,6.316,16.672,291.356,0.839,0.120,1.050,55.747,62.701,WEEK #37
1994,68.972,41.118,55.0450,58.601,58.072,6.765,21.026,369.472,1.082,0.155,0.410,43.460,53.202,WEEK #38
1994,59.010,37.512,48.2610,53.618,52.568,8.813,21.693,248.863,0.804,0.115,0.630,39.561,45.953,WEEK #39
1994,57.506,39.525,48.5160,49.407,50.730,10.126,25.122,195.686,0.496,0.071,0.930,44.191,45.802,WEEK #40
1994,59.550,44.153,51.8520,51.549,51.408,10.349,23.996,147.124,0.433,0.062,0.660,47.727,50.205,WEEK #41
1994,53.807,36.333,45.0700,45.656,48.762,12.851,30.295,172.597,0.861,0.123,0.750,30.277,39.522,WEEK #42
1994,55.814,29.797,42.8060,41.318,43.127,8.988,23.177,227.415,1.374,0.196,0.000,6.278,37.929,WEEK #43
1994,45.888,26.458,36.1730,37.869,39.413,9.148,22.461,160.907,1.156,0.165,,-19.977,29.333,WEEK #44
1994,48.073,27.194,37.6340,37.630,38.595,10.136,24.406,146.273,0.511,0.073,,27.138,29.956,WEEK #45
1994,35.256,18.376,26.8160,33.920,36.256,14.469,35.414,148.218,0.270,0.039,,22.171,14.865,WEEK #46
1994,26.831,13.643,20.2370,33.173,33.484,13.448,25.226,126.193,0.190,0.027,,16.554,7.865,WEEK #47
1994,25.524,9.671,17.5980,32.876,33.679,10.898,22.307,124.599,0.182,0.026,,13.300,5.235,WEEK #48
1994,14.491,-2.092,6.1990,28.838,31.800,9.884,24.763,142.600,0.127,0.018,,1.238,-7.696,WEEK #49
1994,22.756,5.298,14.0270,28.276,31.158,8.822,19.183,119.590,0.104,0.015,,12.049,3.882,WEEK #50
1994,35.480,17.211,26.3460,29.665,31.432,8.861,21.487,136.949,0.181,0.026,,22.392,17.883,WEEK #51
1994,20.026,6.275,13.1500,28.592,31.060,13.276,28.758,109.017,0.119,0.017,,10.098,-1.531,WEEK #52
1995,8.289,-11.804,-1.7580,22.327,27.612,11.688,25.583,151.493,0.143,0.020,,-6.460,-18.474,WEEK #01
1995,20.842,11.254,16.0480,25.777,28.780,6.863,15.239,85.236,0.028,0.004,,14.409,7.886,WEEK #02
1995,14.008,-1.560,6.2240,25.582,28.653,6.852,15.134,155.687,0.067,0.010,,3.488,-3.277,WEEK #03
1995,18.766,-1.349,8.7080,25.414,28.275,6.001,13.853,141.338,0.120,0.017,,6.208,1.910,WEEK #04
1995,24.536,10.225,17.3810,27.701,29.522,10.833,22.306,139.667,0.141,0.020,,15.092,5.135,WEEK #05
1995,11.580,-7.600,1.9900,24.978,27.788,15.369,29.885,236.500,0.176,0.025,,-1.447,-16.446,WEEK #06
1995,22.242,-2.174,10.0340,23.067,26.585,10.686,24.509,248.819,0.277,0.040,,7.327,-2.458,WEEK #07
1995,29.519,16.016,22.7680,31.451,31.138,10.878,23.791,236.574,0.247,0.035,,20.090,11.947,WEEK #08
1995,6.373,-9.272,-1.4490,23.936,25.844,12.426,24.867,334.753,0.163,0.023,,-6.725,-19.883,WEEK #09
1995,27.212,9.813,18.5130,25.735,27.602,10.301,22.460,296.346,0.221,0.032,,15.304,6.693,WEEK #10
1995,45.249,31.376,38.3130,34.367,32.182,10.042,22.255,224.197,0.333,0.048,,34.716,29.237,WEEK #11
1995,38.188,31.103,34.6460,33.931,32.644,11.043,22.664,170.750,0.199,0.028,,33.243,26.023,WEEK #12
1995,34.929,19.149,27.0390,32.429,32.164,12.863,27.477,432.735,0.573,0.082,0.000,21.923,15.096,WEEK #13
1995,37.737,20.716,29.2270,33.710,32.419,11.451,25.174,393.509,0.722,0.103,0.000,20.433,18.330,WEEK #14
1995,48.141,31.521,39.8310,39.360,35.152,10.203,24.046,326.724,0.754,0.108,0.600,32.729,33.170,WEEK #15
1995,51.036,30.600,40.8180,43.186,38.681,8.468,22.049,403.526,0.852,0.122,0.150,34.116,36.373,WEEK #16
1995,46.070,34.285,40.1780,42.188,40.395,8.051,20.259,270.930,0.582,0.083,0.250,34.096,33.869,WEEK #17
1995,60.332,42.241,51.2870,50.838,46.956,9.940,25.225,297.767,0.818,0.117,1.030,44.457,48.827,WEEK #18
1995,61.790,38.291,50.0410,51.363,49.227,12.839,26.402,425.866,1.279,0.183,0.480,42.726,45.739,WEEK #19
1995,63.544,38.074,50.8090,55.964,50.933,11.413,28.450,512.773,1.605,0.229,0.540,38.741,49.896,WEEK #20
1995,63.888,42.691,53.2900,55.617,52.880,8.205,19.284,458.214,1.321,0.189,0.350,44.177,53.168,WEEK #21
1995,82.616,55.521,69.0680,71.491,61.549,8.812,23.894,638.362,2.348,0.335,0.060,54.028,69.680,WEEK #22
1995,68.427,44.332,56.3800,66.482,60.422,8.350,23.690,579.600,1.659,0.237,0.640,44.547,56.006,WEEK #23
1995,88.715,63.711,76.2130,78.923,68.598,11.649,26.506,683.532,2.593,0.370,0.000,63.406,77.157,WEEK #24
1995,74.053,58.553,66.3030,69.757,67.685,5.847,17.543,342.127,0.880,0.126,1.310,62.041,65.580,WEEK #25
1995,68.198,51.283,59.7410,66.547,64.068,7.284,18.157,393.316,0.917,0.131,0.240,55.356,59.868,WEEK #26
1995,75.678,54.968,65.3230,70.302,66.756,7.460,20.104,496.106,1.259,0.180,1.660,61.068,65.847,WEEK #27
1995,79.793,60.543,70.1680,75.952,73.017,5.963,24.969,562.656,1.446,0.207,3.040,64.939,70.244,WEEK #28
1995,76.774,55.107,65.9400,72.066,70.599,5.861,17.032,596.312,1.489,0.213,0.950,59.444,66.017,WEEK #29
1995,78.245,54.935,66.5900,74.605,70.299,8.506,24.354,607.156,1.810,0.259,0.340,58.917,67.590,WEEK #30
1995,82.966,56.771,69.8680,77.183,70.681,7.021,19.183,616.434,1.849,0.264,0.040,60.879,70.009,WEEK #31
1995,80.376,52.944,66.6600,73.237,69.304,9.014,27.325,475.764,1.663,0.238,0.200,56.719,66.323,WEEK #32
1995,85.915,55.382,70.6490,74.001,69.430,10.543,25.942,475.836,1.940,0.277,0.790,59.555,71.385,WEEK #33
1995,77.111,58.329,67.7200,68.993,67.836,7.353,20.616,334.875,0.995,0.142,0.550,61.951,66.522,WEEK #34
1995,83.506,52.732,68.1190,71.560,68.193,7.116,23.433,483.142,1.619,0.231,0.040,57.544,68.731,WEEK #35
1995,69.378,43.914,56.6460,61.957,62.329,7.490,20.206,378.021,0.966,0.138,0.280,50.307,56.095,WEEK #36
1995,72.919,43.766,58.3430,62.883,60.633,8.791,24.457,355.534,1.415,0.202,0.100,46.250,57.453,WEEK #37
1995,57.117,31.863,44.4900,48.974,49.980,8.217,20.413,317.326,0.971,0.139,0.070,31.552,38.260,WEEK #38
1995,68.846,40.138,54.4920,56.806,54.503,6.494,20.156,288.691,1.061,0.152,0.180,41.677,54.384,WEEK #39
1995,54.783,35.621,45.2020,48.789,50.327,7.306,17.645,199.238,0.445,0.064,0.880,39.903,41.415,WEEK #40
1995,62.451,35.853,49.1520,49.093,49.571,9.660,25.174,260.892,1.014,0.145,0.100,37.239,45.923,WEEK #41
1995,46.260,27.457,36.8590,41.731,43.723,10.784,26.606,169.727,0.436,0.062,0.180,31.514,31.520,WEEK #42
1995,44.748,28.495,36.6210,39.173,41.206,8.149,19.591,137.693,0.381,0.054,0.690,30.716,31.381,WEEK #43
1995,29.666,13.645,21.6560,34.427,36.336,12.068,25.019,173.367,0.211,0.030,0.010,19.011,11.407,WEEK #44
1995,23.724,9.821,16.7730,32.315,32.798,11.875,26.095,158.442,0.218,0.031,,11.512,4.561,WEEK #45
1995,34.545,21.099,27.8220,31.637,32.289,12.112,27.325,100.745,0.196,0.028,,24.879,18.413,WEEK #46
1995,24.481,8.338,16.4090,30.210,31.738,10.645,24.150,93.304,0.197,0.028,,11.005,3.677,WEEK #47
1995,30.631,10.410,20.5210,27.177,30.794,11.681,28.501,109.832,0.253,0.036,,16.115,9.666,WEEK #48
1995,7.356,-7.227,0.0640,10.676,22.762,15.923,30.141,120.704,0.216,0.031,,-11.379,-22.325,WEEK #49
1995,10.624,0.166,5.3950,19.724,24.254,10.526,21.742,84.755,0.106,0.015,,0.123,-9.779,WEEK #50
1995,21.332,10.407,15.8700,26.099,27.834,9.551,20.361,81.064,0.099,0.014,,14.719,7.021,WEEK #51
1995,19.698,9.875,14.7870,25.485,27.603,7.961,19.591,103.179,0.060,0.009,,11.452,4.038,WEEK #52
1996,10.055,-12.341,-1.1430,22.758,25.332,8.868,19.950,129.074,0.155,0.022,,-5.995,-13.968,WEEK #00
1996,28.989,12.143,20.5660,27.244,28.415,10.191,26.454,116.268,0.196,0.028,,15.205,8.476,WEEK #01
1996,-1.065,-18.487,-9.7760,13.212,20.111,11.710,25.838,145.016,0.097,0.014,,-16.858,-29.402,WEEK #02
1996,-4.944,-19.483,-12.2130,8.947,16.775,8.634,17.184,190.907,0.067,0.010,,-19.303,-29.127,WEEK #03
1996,-8.959,-27.456,-18.2080,5.106,14.952,10.126,21.693,234.108,0.103,0.015,,-26.725,-39.332,WEEK #04
1996,35.473,18.204,26.8390,22.521,25.079,13.673,28.912,187.308,0.300,0.043,,23.236,17.083,WEEK #05
1996,29.136,9.510,19.3230,23.589,26.338,13.151,27.837,237.720,0.346,0.049,,13.331,4.738,WEEK #06
1996,24.658,13.857,19.2580,26.099,29.580,14.101,27.734,232.297,0.285,0.041,,14.477,5.287,WEEK #07
1996,10.059,-3.506,3.2770,16.179,21.637,13.423,25.838,321.955,0.205,0.029,,-3.664,-14.341,WEEK #08
1996,18.272,0.056,9.1640,17.480,20.844,8.959,20.564,357.198,0.255,0.036,,2.573,-4.288,WEEK #09
1996,38.775,26.171,32.4730,31.507,30.545,12.597,26.761,266.995,0.432,0.062,,27.431,22.090,WEEK #10
1996,22.706,11.599,17.1530,30.962,29.276,14.034,24.970,321.148,0.308,0.044,,11.803,2.215,WEEK #11
1996,21.781,11.207,16.4950,28.750,27.646,10.528,21.999,401.161,0.354,0.051,0.000,9.886,1.519,WEEK #12
1996,29.303,14.662,21.9830,29.233,28.595,9.607,18.619,482.066,0.521,0.074,0.000,16.574,11.416,WEEK #13
1996,45.523,29.464,37.4940,35.229,31.965,10.234,23.945,394.695,0.767,0.110,0.000,30.384,29.518,WEEK #14
1996,49.105,29.704,39.4050,38.956,34.408,13.319,26.403,367.364,0.941,0.134,0.050,31.565,30.961,WEEK #15
1996,48.445,31.411,39.9280,41.025,37.625,10.323,24.149,383.158,0.883,0.126,0.250,25.656,26.932,WEEK #16
1996,51.983,31.006,41.4950,47.228,40.668,7.355,20.668,469.938,1.189,0.170,0.010,25.309,34.595,WEEK #17
1996,53.016,33.417,43.2170,47.711,41.388,8.420,21.949,418.622,1.068,0.153,0.040,31.442,38.231,WEEK #18
1996,70.903,43.071,56.9870,59.252,51.546,11.684,30.038,447.047,1.510,0.216,0.870,46.178,51.538,WEEK #19
1996,65.711,39.794,52.7530,59.115,50.493,9.545,25.226,505.352,1.807,0.258,0.000,35.531,51.077,WEEK #20
1996,68.661,43.571,56.1160,59.244,53.550,11.545,28.605,495.212,1.742,0.249,1.040,43.136,54.854,WEEK #21
1996,77.419,49.186,63.3020,65.006,57.979,10.251,25.122,587.532,2.238,0.320,0.170,48.800,63.586,WEEK #22
1996,83.249,54.855,69.0520,72.935,66.033,7.578,20.975,605.144,2.248,0.321,0.020,53.470,69.304,WEEK #23
1996,69.839,49.296,59.5670,66.946,63.582,9.927,25.071,508.703,1.693,0.242,0.830,50.019,60.091,WEEK #24
1996,81.598,58.859,70.2280,72.732,70.396,9.063,24.202,569.699,1.737,0.248,1.240,63.558,71.373,WEEK #25
1996,75.743,51.903,63.8230,71.745,69.525,8.106,23.433,541.403,1.564,0.223,1.680,55.931,63.719,WEEK #26
1996,73.711,48.866,61.2890,66.704,65.828,7.147,22.767,563.992,1.501,0.214,1.180,53.557,61.221,WEEK #27
1996,77.819,56.863,67.3410,70.640,70.409,8.133,22.922,499.325,1.395,0.199,1.960,63.230,68.782,WEEK #28
1996,71.981,52.111,62.0460,67.109,66.920,5.187,18.668,452.496,1.065,0.152,0.940,56.193,61.286,WEEK #29
1996,77.301,54.297,65.7990,70.631,68.715,5.871,21.332,491.041,1.285,0.184,0.180,60.198,66.456,WEEK #30
1996,77.975,52.558,65.2660,72.323,67.795,7.738,20.361,571.074,1.756,0.251,0.070,55.187,65.332,WEEK #31
1996,81.420,56.300,68.8600,74.705,69.381,9.051,22.204,557.210,1.957,0.280,0.500,56.865,69.001,WEEK #32
1996,80.927,50.229,65.5780,70.634,66.897,7.079,20.770,508.701,1.762,0.252,0.050,53.112,66.396,WEEK #33
1996,83.879,56.043,69.9610,73.342,68.456,6.792,18.363,462.895,1.614,0.231,0.010,58.127,69.599,WEEK #34
1996,81.366,51.850,66.6080,69.896,66.414,7.100,21.998,407.642,1.570,0.224,0.170,52.379,66.437,WEEK #35
1996,66.992,37.991,52.4920,61.761,58.695,7.967,20.361,399.280,1.311,0.187,0.000,41.490,52.474,WEEK #36
1996,62.309,44.945,53.6270,56.556,56.170,9.093,23.690,228.402,0.727,0.104,0.360,46.676,51.680,WEEK #37
1996,55.343,34.450,44.8970,48.475,49.420,8.350,19.541,221.099,0.602,0.086,0.590,37.296,40.413,WEEK #38
1996,58.679,33.866,46.2730,48.053,48.488,10.167,24.355,255.534,0.977,0.140,0.030,36.473,41.890,WEEK #39
1996,68.309,35.428,51.8690,50.377,49.413,9.105,24.867,274.602,1.239,0.177,0.030,36.829,48.750,WEEK #40
1996,53.980,31.767,42.8740,45.959,45.639,10.321,23.074,175.257,0.900,0.129,0.040,28.116,36.995,WEEK #41
1996,45.270,28.850,37.0600,39.402,40.488,10.934,23.536,170.769,0.388,0.055,1.040,30.980,28.291,WEEK #42
1996,38.252,16.924,27.5880,31.747,33.291,12.407,29.066,183.156,0.471,0.067,0.000,18.029,16.216,WEEK #43
1996,25.298,9.826,17.5620,32.876,34.409,7.952,18.054,167.122,0.132,0.019,,15.472,10.357,WEEK #44
1996,17.072,-0.729,8.1720,32.281,31.992,11.834,25.120,151.930,0.138,0.020,,4.774,-4.105,WEEK #45
1996,6.595,-7.973,-0.6890,31.576,31.554,9.491,18.517,131.323,0.116,0.017,,-4.796,-15.743,WEEK #46
1996,16.423,-1.053,7.6850,31.805,31.848,8.456,18.619,136.403,0.099,0.014,,5.428,-2.295,WEEK #47
1996,21.849,8.381,15.1150,31.962,31.959,10.163,22.204,108.997,0.103,0.015,,12.367,3.351,WEEK #48
1996,21.711,3.578,12.6450,31.906,31.804,10.785,22.152,109.071,0.126,0.018,,9.597,-0.630,WEEK #49
1996,2.843,-15.178,-6.1680,30.237,29.520,14.477,27.479,118.163,0.122,0.017,,-11.873,-27.691,WEEK #50
1996,-7.934,-18.104,-13.0190,27.624,26.875,9.201,19.438,128.430,0.065,0.009,,-19.098,-31.554,WEEK #51
1996,19.789,0.837,10.3130,29.230,28.776,11.410,24.097,108.460,0.170,0.024,,6.840,-4.054,WEEK #52
1997,0.204,-17.919,-8.8570,26.976,26.851,14.960,25.737,135.157,0.112,0.016,,-14.673,-31.652,WEEK #01
1997,13.125,-7.749,2.6880,26.320,25.464,13.039,28.144,156.031,0.197,0.028,,-2.068,-13.732,WEEK #02
1997,-1.175,-20.917,-11.0460,26.126,25.311,10.692,24.098,173.807,0.097,0.014,,-15.958,-28.308,WEEK #03
1997,23.730,6.348,15.0390,26.419,25.957,9.746,24.201,158.202,0.178,0.025,,10.747,2.620,WEEK #04
1997,20.882,4.333,12.6070,28.823,28.377,8.124,18.465,196.233,0.148,0.021,,10.444,2.270,WEEK #05
1997,20.822,-1.507,9.6580,27.157,26.409,11.851,27.024,225.292,0.250,0.036,,5.949,-3.921,WEEK #06
1997,27.454,4.256,15.8550,28.836,28.418,11.899,26.505,273.002,0.333,0.048,,10.999,2.018,WEEK #07
1997,22.307,4.200,13.2540,28.322,27.922,12.562,24.867,285.146,0.268,0.038,,9.646,0.116,WEEK #08
1997,23.008,1.346,12.1770,27.172,26.720,10.723,25.430,348.181,0.353,0.050,,6.264,-2.248,WEEK #09
1997,17.091,-2.326,7.3820,28.287,27.718,11.602,22.461,373.847,0.292,0.042,,1.185,-8.947,WEEK #10
1997,36.261,22.826,29.5440,30.780,29.869,11.758,27.426,384.889,0.494,0.071,,26.384,20.595,WEEK #11
1997,43.526,30.082,36.8040,32.193,32.249,12.026,28.451,472.420,0.776,0.111,,30.732,27.433,WEEK #12
1997,37.948,21.920,29.9340,34.598,34.074,15.034,33.194,330.371,0.595,0.085,0.220,23.382,15.657,WEEK #13
1997,30.992,14.055,22.7480,30.302,30.047,8.868,18.459,572.869,0.664,0.095,0.450,14.001,11.881,WEEK #14
1997,51.621,29.584,40.6030,35.177,32.759,8.126,19.898,511.786,1.026,0.147,0.000,31.605,35.749,WEEK #15
1997,58.326,34.832,46.5800,45.472,41.931,7.819,19.542,473.164,1.190,0.170,0.090,35.765,43.442,WEEK #16
1997,57.606,35.141,46.3740,49.656,46.889,11.188,26.300,555.228,1.748,0.250,0.000,29.701,42.015,WEEK #17
1997,63.353,37.418,50.3860,52.517,49.864,13.897,33.469,494.993,1.777,0.254,0.460,34.427,46.985,WEEK #18
1997,64.138,35.957,50.0480,53.102,49.768,13.669,30.141,458.781,1.946,0.278,0.010,31.180,44.059,WEEK #19
1997,65.642,41.934,53.7880,58.082,54.095,11.206,25.891,502.731,1.730,0.247,0.140,40.007,52.136,WEEK #20
1997,77.622,49.566,63.5940,65.645,60.384,8.122,22.102,531.285,2.138,0.305,0.390,43.789,63.863,WEEK #21
1997,79.528,54.081,66.8040,72.078,67.387,9.920,24.867,668.462,2.433,0.348,0.030,50.760,67.872,WEEK #22
1997,79.096,50.753,64.9250,72.229,67.741,9.012,23.997,616.152,2.321,0.332,0.380,48.532,66.716,WEEK #23
1997,75.275,49.877,62.5760,67.482,64.846,9.515,29.168,451.287,1.616,0.231,0.390,53.413,63.721,WEEK #24
1997,78.293,56.922,67.6080,71.535,69.223,8.210,24.202,508.770,1.659,0.237,0.410,58.530,67.878,WEEK #25
1997,68.409,50.311,59.3600,63.819,63.544,10.141,23.946,400.905,1.069,0.153,2.120,52.824,58.255,WEEK #26
1997,80.808,60.949,70.8790,72.733,72.020,8.875,21.897,557.679,1.576,0.225,0.628,64.847,70.341,WEEK #27
1997,81.981,57.938,69.9590,76.617,74.009,5.103,16.518,497.994,1.428,0.204,0.000,62.949,70.974,WEEK #28
1997,80.852,60.342,70.5970,76.412,74.999,6.092,19.848,563.634,1.530,0.219,0.130,63.658,70.632,WEEK #29
1997,83.434,57.120,70.2770,77.240,74.205,5.666,18.362,544.783,1.629,0.233,0.030,60.387,70.194,WEEK #30
1997,79.973,53.150,66.5610,72.924,70.713,7.594,20.769,498.549,1.732,0.247,0.300,54.085,65.998,WEEK #31
1997,69.692,47.345,58.5190,65.796,64.682,7.624,19.951,376.234,1.122,0.160,0.270,50.933,59.185,WEEK #32
1997,82.709,51.476,67.0920,71.098,69.153,6.736,19.028,483.086,1.768,0.253,0.050,54.343,67.927,WEEK #33
1997,79.638,54.562,67.1000,69.394,68.352,8.110,24.457,352.304,1.367,0.195,0.800,56.707,67.421,WEEK #34
1997,74.457,47.608,61.0320,63.754,63.406,8.296,24.099,399.105,1.362,0.195,0.110,51.439,60.835,WEEK #35
1997,76.041,48.772,62.4060,64.854,63.254,10.034,24.611,344.771,1.496,0.214,0.000,49.128,62.176,WEEK #36
1997,66.959,40.673,53.8160,56.769,57.098,9.122,23.946,369.286,1.308,0.187,0.470,41.386,52.074,WEEK #37
1997,76.396,45.659,61.0270,60.329,58.680,12.268,31.010,354.360,1.730,0.247,0.130,43.682,60.862,WEEK #38
1997,75.591,43.046,59.3180,59.306,57.949,9.375,26.762,347.486,1.756,0.251,0.000,41.240,58.562,WEEK #39
1997,63.783,38.809,51.2960,52.812,52.822,15.765,35.312,189.312,0.802,0.115,1.500,45.103,45.207,WEEK #40
1997,55.287,33.296,44.2910,44.636,45.484,10.283,25.123,270.379,0.805,0.115,0.000,34.900,38.920,WEEK #41
1997,37.895,20.228,29.0620,35.431,35.451,9.639,20.924,181.419,0.378,0.054,0.140,22.180,19.279,WEEK #42
1997,40.494,27.276,33.8850,35.893,35.576,14.111,31.062,115.681,0.426,0.061,0.210,25.547,23.316,WEEK #43
1997,32.385,21.781,27.0830,33.196,32.352,9.365,21.078,118.576,0.143,0.020,,24.044,17.805,WEEK #44
1997,24.554,9.153,16.8540,30.109,29.054,11.309,23.586,127.313,0.197,0.028,,12.674,5.422,WEEK #45
1997,26.775,11.619,19.1970,31.085,29.931,7.827,16.826,108.438,0.135,0.019,,16.843,11.232,WEEK #46
1997,35.651,21.760,28.7060,31.759,30.053,8.371,17.698,124.633,0.162,0.023,,25.175,20.615,WEEK #47
1997,23.968,15.380,19.6740,29.948,28.939,8.991,17.340,86.212,0.053,0.008,,18.234,9.666,WEEK #48
1997,32.266,18.998,25.6320,28.647,29.462,8.884,16.898,104.296,0.210,0.030,,20.562,17.100,WEEK #49
1997,34.137,19.608,26.8730,28.365,27.534,9.301,21.283,111.567,0.187,0.027,,22.250,17.619,WEEK #50
1997,33.836,20.068,26.9520,25.835,25.426,10.601,25.226,101.107,0.235,0.034,,20.880,15.554,WEEK #51
1997,22.305,-1.501,10.4020,22.768,21.658,10.417,23.330,101.593,0.259,0.037,,6.564,-2.569,WEEK #52
1998,4.841,-8.621,-1.8900,15.764,15.135,12.195,24.214,112.877,0.087,0.012,,-5.931,-20.094,WEEK #01
1998,12.215,-0.169,6.0230,16.425,15.214,9.325,19.797,119.393,0.099,0.014,,1.917,-7.574,WEEK #02
1998,18.724,4.095,11.4100,21.577,21.019,7.948,17.338,125.086,0.099,0.014,,10.056,2.307,WEEK #03
1998,27.466,9.762,18.6140,25.247,24.876,7.915,17.647,168.269,0.144,0.021,,16.830,9.995,WEEK #04
1998,30.494,12.739,21.6170,25.256,25.250,8.722,19.341,175.408,0.194,0.028,,18.800,11.832,WEEK #05
1998,31.228,23.019,27.1240,28.287,28.646,9.417,20.293,129.198,0.126,0.018,,24.903,17.545,WEEK #06
1998,35.843,31.394,33.6190,31.661,31.875,8.342,17.776,151.395,0.132,0.019,,31.515,25.703,WEEK #07
1998,31.748,23.690,27.7190,32.001,32.369,14.396,26.915,135.803,0.161,0.023,,25.166,15.306,WEEK #08
1998,16.381,3.612,9.9970,31.443,31.163,7.878,16.268,336.293,0.185,0.026,,5.621,-2.443,WEEK #09
1998,19.690,-0.019,9.8350,28.777,26.520,10.674,23.279,364.287,0.310,0.044,,4.757,-4.276,WEEK #10
1998,33.450,24.094,28.7720,31.740,31.613,7.395,15.084,318.517,0.338,0.048,,25.595,21.333,WEEK #11
1998,48.257,30.638,39.4480,35.895,37.599,8.459,19.695,324.918,0.573,0.082,,34.100,32.635,WEEK #12
1998,51.308,30.920,41.1140,39.310,41.803,9.535,23.836,390.887,0.863,0.123,0.420,33.137,36.302,WEEK #13
1998,55.593,35.586,45.5900,43.374,45.192,11.484,26.023,346.676,0.954,0.136,0.200,38.315,41.792,WEEK #14
1998,53.885,29.619,41.7520,42.981,44.589,8.175,25.482,423.831,1.111,0.159,0.140,29.403,36.477,WEEK #15
1998,69.931,41.382,55.6570,53.450,53.424,9.436,23.485,489.443,1.883,0.269,0.130,35.256,54.634,WEEK #16
1998,69.329,39.551,54.4400,56.668,55.299,10.856,25.226,521.377,2.056,0.294,0.090,35.447,52.975,WEEK #17
1998,62.307,42.352,52.3300,56.255,55.654,8.320,20.369,386.662,1.094,0.156,1.060,43.685,50.359,WEEK #18
1998,74.696,48.977,61.8370,62.001,61.605,10.584,26.966,514.443,1.976,0.282,0.010,48.399,62.436,WEEK #19
1998,73.876,47.225,60.5510,66.769,64.285,7.356,21.744,524.500,1.866,0.267,0.000,44.136,61.430,WEEK #20
1998,74.794,44.151,59.4730,66.760,66.341,11.316,30.550,633.960,2.301,0.329,0.700,44.819,59.112,WEEK #21
1998,59.085,39.346,49.2160,55.441,55.730,7.699,22.030,441.282,1.262,0.180,0.060,36.371,46.530,WEEK #22
1998,71.050,50.686,60.8680,63.945,63.741,8.390,22.637,442.719,1.340,0.191,0.280,53.783,61.604,WEEK #23
1998,68.990,55.626,62.3080,63.749,64.023,10.243,24.278,342.392,1.014,0.145,0.440,56.600,62.272,WEEK #24
1998,75.905,56.565,66.2350,67.350,68.013,8.824,24.610,459.050,1.407,0.201,0.770,58.849,66.297,WEEK #25
1998,78.417,57.745,68.0810,74.025,72.272,6.201,18.048,517.290,1.408,0.201,0.980,60.928,68.005,WEEK #26
1998,84.473,61.335,72.9040,79.346,78.037,6.321,18.192,664.584,1.919,0.274,0.170,64.333,73.434,WEEK #27
1998,83.557,55.757,69.6570,78.579,76.653,6.320,19.239,603.035,1.860,0.266,0.240,59.900,70.130,WEEK #28
1998,80.801,49.231,65.0160,76.363,74.543,7.257,21.845,593.875,2.026,0.289,0.000,52.294,66.398,WEEK #29
1998,78.630,55.873,67.2510,75.986,74.466,7.186,20.257,461.802,1.596,0.228,0.290,55.381,67.769,WEEK #30
1998,86.123,55.853,70.9880,78.247,76.281,4.662,15.289,562.006,1.761,0.252,0.020,57.946,71.280,WEEK #31
1998,83.012,56.163,69.5880,77.053,74.930,7.247,18.825,472.946,1.771,0.253,0.060,56.368,69.513,WEEK #32
1998,81.351,56.429,68.8900,71.913,71.695,8.176,25.175,418.228,1.499,0.214,1.020,58.837,68.934,WEEK #33
